App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5969171,HDR,03/09/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5992202,HDR,03/17/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5992749,HDR,03/25/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996109,HDR,05/13/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5984676,HDR,11/07/2021,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5964001,HDR,07/06/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5978552,HDR,08/18/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5993392,HDR,04/05/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5996197,HDR,05/16/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5975717,HDR,07/09/2021,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5973990,HDR,06/15/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5966151,HDR,11/05/2020,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5991814,HDR,03/11/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,05/23/2022 11:00:12 AM
5976685,HDR,07/23/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5989892,HDR,02/07/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5985386,HDR,11/17/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994599,HDR,04/22/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5992750,HDR,03/25/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5959672,HDR,01/30/2020,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994266,HDR,04/19/2022,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5995990,HDR,05/12/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5995889,HDR,05/11/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5967225,HDR,12/17/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5991594,HDR,03/08/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5983501,HDR,10/20/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5993311,HDR,04/04/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5978220,HDR,08/13/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5986132,HDR,11/30/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5975543,HDR,07/07/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5975711,HDR,07/09/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5993847,HDR,04/12/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5996246,HDR,05/16/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5996729,HDR,05/22/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5971434,HDR,04/29/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5987083,HDR,12/14/2021,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5993515,HDR,04/06/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/23/2022 11:00:12 AM
5970374,HDR,04/08/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5993099,HDR,03/31/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/23/2022 11:00:12 AM
5987688,HDR,12/25/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5968228,HDR,02/02/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5994831,HDR,04/26/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5981719,HDR,09/27/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5968262,HDR,02/04/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5975345,HDR,07/06/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5990725,HDR,02/22/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5988522,HDR,01/10/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5994918,HDR,04/27/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5994827,HDR,04/26/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/23/2022 11:00:12 AM
5984066,HDR,10/28/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5960331,HDR,02/10/2020,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5984493,HDR,11/03/2021,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5996278,HDR,05/16/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5993380,HDR,04/05/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5993949,HDR,04/13/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5992301,HDR,03/18/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5991583,HDR,03/08/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5984161,HDR,10/29/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5994697,HDR,04/25/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5993167,HDR,04/01/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Copy of DMV license needed,05/23/2022 11:00:12 AM
5990590,HDR,02/19/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5989650,HDR,02/02/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5991905,HDR,03/13/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5993219,HDR,04/01/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5982012,HDR,09/30/2021,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5964214,HDR,07/23/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994439,HDR,04/20/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5994790,HDR,04/26/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5977705,HDR,08/05/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5981418,HDR,09/23/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5992391,HDR,03/21/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5995726,HDR,05/10/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/23/2022 11:00:12 AM
5967623,HDR,01/06/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5973917,HDR,06/14/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5993357,HDR,04/04/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994419,HDR,04/20/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5990320,HDR,02/14/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5968897,HDR,03/01/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5965401,HDR,10/06/2020,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,05/23/2022 11:00:12 AM
5984888,HDR,11/09/2021,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5994415,HDR,04/20/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5961558,HDR,02/27/2020,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994613,HDR,04/23/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5991732,HDR,03/10/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5995402,HDR,05/05/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5989067,HDR,01/20/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5993033,HDR,03/30/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5978671,HDR,08/20/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5990389,HDR,02/16/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5961923,HDR,03/03/2020,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5961918,HDR,03/03/2020,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994628,HDR,04/23/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5984369,HDR,11/02/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5989676,HDR,02/02/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5988177,HDR,01/04/2022,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5995810,HDR,05/10/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5968147,HDR,01/27/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5975715,HDR,07/09/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5962546,HDR,03/10/2020,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5986137,HDR,11/30/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5966465,HDR,11/15/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5975083,HDR,06/30/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,05/23/2022 11:00:12 AM
5993700,HDR,04/09/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5989983,HDR,02/08/2022,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5986027,HDR,11/27/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5969956,HDR,03/29/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5994930,HDR,04/27/2022,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5988343,HDR,01/06/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5993466,HDR,04/06/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5990328,HDR,02/15/2022,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,05/23/2022 11:00:12 AM
5991062,HDR,02/28/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5959739,HDR,01/31/2020,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,05/23/2022 11:00:12 AM
5995506,HDR,05/06/2022,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5981926,HDR,09/29/2021,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5984991,HDR,11/11/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994485,HDR,04/21/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/23/2022 11:00:12 AM
5996458,HDR,05/18/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5994689,HDR,04/25/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5975399,HDR,07/06/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5980843,HDR,09/17/2021,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/23/2022 11:00:12 AM
5960595,HDR,02/13/2020,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5971970,HDR,05/10/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5996723,HDR,05/22/2022,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5987879,HDR,12/28/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5996580,HDR,05/19/2022,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5975713,HDR,07/09/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5987152,HDR,12/15/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5975261,HDR,07/04/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5995699,HDR,05/09/2022,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5984354,HDR,11/02/2021,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5983172,HDR,10/15/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5980904,HDR,09/17/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5981823,HDR,09/28/2021,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,05/23/2022 11:00:12 AM
5975699,HDR,07/09/2021,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
5970581,VDR,04/13/2021,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Open items needed. Visit www.nyc.gov/tlcup for more information,05/23/2022 11:00:12 AM
5962070,HDR,03/05/2020,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/23/2022 11:00:12 AM
5973443,HDR,06/05/2021,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/23/2022 11:00:12 AM
